play_session_key,user_id,start_datetime,end_datetime,channel_code,status_code,total_score,start_datetime_date_key,end_datetime_date_key,channel_key,status_key,duration_minutes
966,294,2024-12-03 09:01:18.360000-06:00,2024-12-03 13:18:18.360000-06:00,MOBILE,COMPLETED,1967,20241203,20241203,2,1,257.0
967,295,2024-08-18 19:48:50.210000-06:00,2024-08-19 02:15:50.210000-06:00,MOBILE,ABORTED,1481,20240818,20240819,2,2,387.0
968,485,2024-04-04 07:28:27.167000-06:00,2024-04-04 17:24:27.167000-06:00,MOBILE,COMPLETED,2087,20240404,20240404,2,1,596.0
969,80,2024-12-29 07:01:37.728000-06:00,2024-12-29 13:13:37.728000-06:00,MOBILE,COMPLETED,4013,20241229,20241229,2,1,372.0
970,443,2024-12-28 03:06:46.401000-06:00,2024-12-28 09:41:46.401000-06:00,BROWSER,ABORTED,4634,20241228,20241228,1,2,395.0
971,261,2024-12-24 09:32:29.064000-06:00,2024-12-24 09:39:29.064000-06:00,MOBILE,TIMEOUT,1957,20241224,20241224,2,3,7.0
972,455,2024-04-12 00:13:56.860000-06:00,2024-04-12 09:38:56.860000-06:00,BROWSER,COMPLETED,407,20240412,20240412,1,1,565.0
973,193,2024-11-22 20:42:52.562000-06:00,2024-11-22 23:07:52.562000-06:00,MOBILE,ABORTED,4348,20241122,20241122,2,2,145.0
974,134,2024-10-29 16:44:59.880000-06:00,2024-10-29 23:10:59.880000-06:00,BROWSER,ABORTED,3893,20241029,20241029,1,2,386.0
975,150,2024-08-26 11:38:37.951000-06:00,2024-08-26 21:05:37.951000-06:00,MOBILE,ABORTED,4148,20240826,20240826,2,2,567.0
976,210,2024-12-17 17:57:34.013000-06:00,2024-12-18 00:12:34.013000-06:00,BROWSER,TIMEOUT,4650,20241217,20241218,1,3,375.0
977,396,2024-12-14 22:12:46.467000-06:00,2024-12-15 02:09:46.467000-06:00,BROWSER,ABORTED,1562,20241214,20241215,1,2,237.0
978,9,2024-12-05 06:00:45.853000-06:00,2024-12-05 13:53:45.853000-06:00,MOBILE,COMPLETED,4786,20241205,20241205,2,1,473.0
979,353,2024-05-16 08:40:55.316000-06:00,2024-05-16 17:16:55.316000-06:00,MOBILE,ABORTED,1730,20240516,20240516,2,2,516.0
980,53,2024-10-13 04:52:29.933000-06:00,2024-10-13 04:57:29.933000-06:00,BROWSER,COMPLETED,147,20241013,20241013,1,1,5.0
982,188,2024-10-09 20:28:13.289000-06:00,2024-10-10 05:12:13.289000-06:00,BROWSER,ABORTED,3421,20241009,20241010,1,2,524.0
983,103,2024-12-24 20:29:44.867000-06:00,2024-12-25 05:23:44.867000-06:00,BROWSER,COMPLETED,4851,20241224,20241225,1,1,534.0
984,337,2024-12-21 09:12:24.230000-06:00,2024-12-21 13:26:24.230000-06:00,MOBILE,ABORTED,2443,20241221,20241221,2,2,254.0
985,152,2024-09-05 06:39:40.978000-06:00,2024-09-05 09:36:40.978000-06:00,BROWSER,COMPLETED,1608,20240905,20240905,1,1,177.0
986,481,2024-06-23 12:50:56.501000-06:00,2024-06-23 19:43:56.501000-06:00,MOBILE,ABORTED,4134,20240623,20240623,2,2,413.0
987,489,2024-11-16 16:54:50.820000-06:00,2024-11-16 19:37:50.820000-06:00,MOBILE,COMPLETED,664,20241116,20241116,2,1,163.0
988,477,2024-10-01 04:56:57.615000-06:00,2024-10-01 12:14:57.615000-06:00,MOBILE,TIMEOUT,1249,20241001,20241001,2,3,438.0
989,128,2024-11-16 03:28:23.005000-06:00,2024-11-16 03:49:23.005000-06:00,BROWSER,COMPLETED,2308,20241116,20241116,1,1,21.0
990,101,2024-11-29 05:03:23.683000-06:00,2024-11-29 14:34:23.683000-06:00,BROWSER,TIMEOUT,4149,20241129,20241129,1,3,571.0
991,196,2024-12-22 03:41:29.320000-06:00,2024-12-22 10:12:29.320000-06:00,BROWSER,TIMEOUT,2106,20241222,20241222,1,3,391.0
992,10,2024-12-28 06:06:29.114000-06:00,2024-12-28 15:59:29.114000-06:00,BROWSER,ABORTED,4512,20241228,20241228,1,2,593.0
993,247,2024-10-14 05:46:42.288000-06:00,2024-10-14 10:22:42.288000-06:00,MOBILE,TIMEOUT,1007,20241014,20241014,2,3,276.0
994,403,2024-01-23 09:45:51.708000-06:00,2024-01-23 14:09:51.708000-06:00,BROWSER,ABORTED,1842,20240123,20240123,1,2,264.0
995,270,2024-12-22 11:05:33.696000-06:00,2024-12-22 11:52:33.696000-06:00,MOBILE,TIMEOUT,3930,20241222,20241222,2,3,47.0
996,165,2024-09-29 06:36:33.225000-06:00,2024-09-29 07:59:33.225000-06:00,BROWSER,COMPLETED,1294,20240929,20240929,1,1,83.0
997,425,2024-06-29 02:30:45.640000-06:00,2024-06-29 11:25:45.640000-06:00,BROWSER,COMPLETED,1316,20240629,20240629,1,1,535.0
998,366,2024-12-29 17:07:03.443000-06:00,2024-12-30 02:31:03.443000-06:00,MOBILE,ABORTED,3664,20241229,20241230,2,2,564.0
999,229,2024-05-20 20:32:59.553000-06:00,2024-05-21 03:45:59.553000-06:00,MOBILE,COMPLETED,4516,20240520,20240521,2,1,433.0
1000,154,2024-09-29 00:06:06.127000-06:00,2024-09-29 07:03:06.127000-06:00,BROWSER,COMPLETED,1663,20240929,20240929,1,1,417.0
1001,3,2024-12-30 05:49:14.804000-06:00,2024-12-30 10:43:14.804000-06:00,MOBILE,ABORTED,4855,20241230,20241230,2,2,294.0
1002,457,2024-01-17 03:47:14.405000-06:00,2024-01-17 09:20:14.405000-06:00,MOBILE,TIMEOUT,834,20240117,20240117,2,3,333.0
1003,87,2024-11-22 01:01:45.877000-06:00,2024-11-22 05:20:45.877000-06:00,BROWSER,TIMEOUT,3150,20241122,20241122,1,3,259.0
1004,32,2024-12-26 18:36:04.885000-06:00,2024-12-26 20:44:04.885000-06:00,BROWSER,COMPLETED,4855,20241226,20241226,1,1,128.0
1005,238,2024-10-22 17:31:37.971000-06:00,2024-10-22 18:05:37.971000-06:00,BROWSER,TIMEOUT,4369,20241022,20241022,1,3,34.0
1007,38,2024-12-06 09:19:19.262000-06:00,2024-12-06 12:41:19.262000-06:00,BROWSER,ABORTED,4000,20241206,20241206,1,2,202.0
1008,352,2024-10-13 14:17:02.062000-06:00,2024-10-13 16:10:02.062000-06:00,BROWSER,COMPLETED,3197,20241013,20241013,1,1,113.0
1009,428,2024-12-23 00:31:27.548000-06:00,2024-12-23 06:40:27.548000-06:00,MOBILE,COMPLETED,4404,20241223,20241223,2,1,369.0
1010,73,2024-11-27 04:15:33.005000-06:00,2024-11-27 09:46:33.005000-06:00,BROWSER,TIMEOUT,4741,20241127,20241127,1,3,331.0
1011,140,2024-12-25 01:26:45.577000-06:00,2024-12-25 10:40:45.577000-06:00,MOBILE,TIMEOUT,2527,20241225,20241225,2,3,554.0
1012,181,2024-12-03 05:23:10.182000-06:00,2024-12-03 13:10:10.182000-06:00,BROWSER,TIMEOUT,477,20241203,20241203,1,3,467.0
1013,359,2024-11-11 04:33:56.467000-06:00,2024-11-11 07:35:56.467000-06:00,BROWSER,ABORTED,410,20241111,20241111,1,2,182.0
1014,418,2024-12-30 20:34:20.363000-06:00,2024-12-30 23:50:20.363000-06:00,MOBILE,COMPLETED,2352,20241230,20241230,2,1,196.0
1015,24,2024-12-09 01:11:52.061000-06:00,2024-12-09 01:28:52.061000-06:00,BROWSER,COMPLETED,4357,20241209,20241209,1,1,17.0
1016,461,2024-12-03 07:57:23.278000-06:00,2024-12-03 14:32:23.278000-06:00,MOBILE,TIMEOUT,613,20241203,20241203,2,3,395.0
1017,17,2024-12-30 05:24:03.521000-06:00,2024-12-30 08:03:03.521000-06:00,MOBILE,COMPLETED,2257,20241230,20241230,2,1,159.0
1018,331,2024-11-28 06:26:59.372000-06:00,2024-11-28 16:07:59.372000-06:00,MOBILE,ABORTED,3128,20241128,20241128,2,2,581.0
1019,232,2024-12-15 03:30:04.013000-06:00,2024-12-15 07:45:04.013000-06:00,BROWSER,COMPLETED,2524,20241215,20241215,1,1,255.0
1020,214,2024-09-10 04:37:17.501000-06:00,2024-09-10 11:39:17.501000-06:00,MOBILE,TIMEOUT,390,20240910,20240910,2,3,422.0
1021,85,2024-04-20 02:27:04.274000-06:00,2024-04-20 09:57:04.274000-06:00,MOBILE,COMPLETED,1290,20240420,20240420,2,1,450.0
1022,432,2024-05-14 03:54:30.288000-06:00,2024-05-14 04:25:30.288000-06:00,BROWSER,ABORTED,255,20240514,20240514,1,2,31.0
1023,287,2024-12-29 02:35:36.324000-06:00,2024-12-29 03:02:36.324000-06:00,BROWSER,TIMEOUT,3431,20241229,20241229,1,3,27.0
1024,251,2024-07-28 03:22:39.437000-06:00,2024-07-28 10:22:39.437000-06:00,BROWSER,COMPLETED,4235,20240728,20240728,1,1,420.0
1025,356,2024-12-03 18:09:55.014000-06:00,2024-12-03 21:01:55.014000-06:00,MOBILE,TIMEOUT,4962,20241203,20241203,2,3,172.0
1026,313,2024-12-22 14:23:41.048000-06:00,2024-12-22 16:02:41.048000-06:00,MOBILE,TIMEOUT,2609,20241222,20241222,2,3,99.0
1027,300,2024-10-15 10:26:29.997000-06:00,2024-10-15 17:36:29.997000-06:00,BROWSER,COMPLETED,2422,20241015,20241015,1,1,430.0
1028,216,2024-11-23 01:59:05.724000-06:00,2024-11-23 09:52:05.724000-06:00,BROWSER,TIMEOUT,101,20241123,20241123,1,3,473.0
1029,135,2024-12-13 07:30:59.843000-06:00,2024-12-13 11:23:59.843000-06:00,BROWSER,ABORTED,4257,20241213,20241213,1,2,233.0
1030,28,2024-11-14 02:52:06.090000-06:00,2024-11-14 03:31:06.090000-06:00,MOBILE,COMPLETED,4668,20241114,20241114,2,1,39.0
1031,166,2024-11-23 00:10:54.402000-06:00,2024-11-23 02:54:54.402000-06:00,MOBILE,TIMEOUT,2225,20241123,20241123,2,3,164.0
1032,428,2024-12-25 14:02:29.776000-06:00,2024-12-25 16:28:29.776000-06:00,BROWSER,COMPLETED,2187,20241225,20241225,1,1,146.0
1033,104,2024-12-22 22:29:09.231000-06:00,2024-12-23 00:13:09.231000-06:00,MOBILE,COMPLETED,2978,20241222,20241223,2,1,104.0
1034,100,2024-12-25 05:17:06.062000-06:00,2024-12-25 13:02:06.062000-06:00,MOBILE,ABORTED,2114,20241225,20241225,2,2,465.0
1035,356,2024-12-26 10:12:17.998000-06:00,2024-12-26 15:29:17.998000-06:00,MOBILE,TIMEOUT,3594,20241226,20241226,2,3,317.0
1036,59,2024-12-30 15:37:21.128000-06:00,2024-12-30 21:41:21.128000-06:00,MOBILE,TIMEOUT,765,20241230,20241230,2,3,364.0
1038,86,2024-12-28 08:08:38.321000-06:00,2024-12-28 10:52:38.321000-06:00,BROWSER,TIMEOUT,3034,20241228,20241228,1,3,164.0
1039,352,2024-11-23 12:46:17.005000-06:00,2024-11-23 14:21:17.005000-06:00,BROWSER,ABORTED,3590,20241123,20241123,1,2,95.0
1040,383,2024-10-01 20:35:54.576000-06:00,2024-10-02 03:39:54.576000-06:00,BROWSER,COMPLETED,2626,20241001,20241002,1,1,424.0
1041,199,2024-11-25 03:39:49.157000-06:00,2024-11-25 10:13:49.157000-06:00,BROWSER,TIMEOUT,4470,20241125,20241125,1,3,394.0
1042,285,2024-09-28 22:36:25.336000-06:00,2024-09-29 01:01:25.336000-06:00,MOBILE,ABORTED,2116,20240928,20240929,2,2,145.0
1043,382,2024-12-15 21:02:34.944000-06:00,2024-12-16 00:19:34.944000-06:00,BROWSER,TIMEOUT,2303,20241215,20241216,1,3,197.0
1044,156,2024-12-24 05:09:33.744000-06:00,2024-12-24 14:58:33.744000-06:00,BROWSER,COMPLETED,2046,20241224,20241224,1,1,589.0
1045,245,2024-07-08 23:40:41.184000-06:00,2024-07-08 23:50:41.184000-06:00,MOBILE,ABORTED,1343,20240708,20240708,2,2,10.0
1046,381,2024-12-26 09:25:04.490000-06:00,2024-12-26 11:13:04.490000-06:00,BROWSER,ABORTED,4730,20241226,20241226,1,2,108.0
1047,190,2024-11-30 08:39:24.717000-06:00,2024-11-30 15:32:24.717000-06:00,MOBILE,ABORTED,2075,20241130,20241130,2,2,413.0
1048,112,2024-11-09 13:11:43.118000-06:00,2024-11-09 22:12:43.118000-06:00,MOBILE,COMPLETED,4314,20241109,20241109,2,1,541.0
1049,383,2024-10-16 05:41:13.446000-06:00,2024-10-16 12:52:13.446000-06:00,MOBILE,COMPLETED,3384,20241016,20241016,2,1,431.0
1050,192,2024-08-31 23:59:12.081000-06:00,2024-09-01 04:38:12.081000-06:00,MOBILE,COMPLETED,117,20240831,20240901,2,1,279.0
1051,51,2024-10-22 10:07:27.147000-06:00,2024-10-22 11:23:27.147000-06:00,BROWSER,TIMEOUT,1209,20241022,20241022,1,3,76.0
1052,362,2024-12-27 06:49:35.527000-06:00,2024-12-27 12:03:35.527000-06:00,BROWSER,ABORTED,4508,20241227,20241227,1,2,314.0
1053,148,2024-06-22 10:31:57.699000-06:00,2024-06-22 11:21:57.699000-06:00,MOBILE,TIMEOUT,1259,20240622,20240622,2,3,50.0
1054,32,2024-12-27 07:30:09.373000-06:00,2024-12-27 16:07:09.373000-06:00,MOBILE,ABORTED,2632,20241227,20241227,2,2,517.0
1055,106,2024-07-26 01:31:31.396000-06:00,2024-07-26 09:17:31.396000-06:00,BROWSER,COMPLETED,701,20240726,20240726,1,1,466.0
1056,432,2024-12-18 23:33:07.499000-06:00,2024-12-19 08:47:07.499000-06:00,BROWSER,ABORTED,4864,20241218,20241219,1,2,554.0
1057,181,2024-12-07 06:36:44.370000-06:00,2024-12-07 13:49:44.370000-06:00,BROWSER,TIMEOUT,3590,20241207,20241207,1,3,433.0
1058,331,2024-12-05 09:20:56.177000-06:00,2024-12-05 11:01:56.177000-06:00,MOBILE,TIMEOUT,315,20241205,20241205,2,3,101.0
1059,463,2024-12-14 09:34:07.412000-06:00,2024-12-14 13:30:07.412000-06:00,MOBILE,COMPLETED,3288,20241214,20241214,2,1,236.0
1060,281,2024-12-24 07:07:44.844000-06:00,2024-12-24 08:20:44.844000-06:00,MOBILE,ABORTED,4992,20241224,20241224,2,2,73.0
1061,323,2024-12-02 04:22:28.400000-06:00,2024-12-02 12:01:28.400000-06:00,MOBILE,COMPLETED,3674,20241202,20241202,2,1,459.0
1062,451,2024-05-23 19:59:19.495000-06:00,2024-05-24 00:33:19.495000-06:00,BROWSER,TIMEOUT,3037,20240523,20240524,1,3,274.0
1063,78,2024-10-18 19:41:39.407000-06:00,2024-10-19 00:25:39.407000-06:00,BROWSER,COMPLETED,1097,20241018,20241019,1,1,284.0
1064,216,2024-12-07 14:08:26.660000-06:00,2024-12-07 18:17:26.660000-06:00,BROWSER,COMPLETED,933,20241207,20241207,1,1,249.0
1065,258,2024-11-25 08:24:18.299000-06:00,2024-11-25 15:01:18.299000-06:00,BROWSER,COMPLETED,3869,20241125,20241125,1,1,397.0
1066,180,2024-12-21 20:34:04.454000-06:00,2024-12-22 06:34:04.454000-06:00,BROWSER,COMPLETED,4994,20241221,20241222,1,1,600.0
1067,83,2024-12-16 21:21:04.536000-06:00,2024-12-17 02:05:04.536000-06:00,BROWSER,COMPLETED,2203,20241216,20241217,1,1,284.0
1068,425,2024-07-27 14:51:32.110000-06:00,2024-07-27 17:44:32.110000-06:00,BROWSER,TIMEOUT,4374,20240727,20240727,1,3,173.0
1069,443,2024-12-30 09:45:33.231000-06:00,2024-12-30 16:25:33.231000-06:00,MOBILE,ABORTED,1372,20241230,20241230,2,2,400.0
1070,80,2024-12-30 11:46:06.684000-06:00,2024-12-30 15:09:06.684000-06:00,BROWSER,ABORTED,2930,20241230,20241230,1,2,203.0
1071,245,2024-12-27 18:00:53.154000-06:00,2024-12-28 03:20:53.154000-06:00,MOBILE,TIMEOUT,347,20241227,20241228,2,3,560.0
1072,37,2024-12-29 08:17:35.092000-06:00,2024-12-29 18:15:35.092000-06:00,MOBILE,ABORTED,4177,20241229,20241229,2,2,598.0
1073,384,2024-10-04 18:25:30.108000-06:00,2024-10-04 21:11:30.108000-06:00,BROWSER,TIMEOUT,1870,20241004,20241004,1,3,166.0
1074,327,2024-09-24 19:37:57.416000-06:00,2024-09-25 01:11:57.416000-06:00,MOBILE,TIMEOUT,505,20240924,20240925,2,3,334.0
1075,48,2024-01-14 19:05:19.112000-06:00,2024-01-15 04:07:19.112000-06:00,MOBILE,ABORTED,1570,20240114,20240115,2,2,542.0
1076,485,2024-10-18 01:25:13.106000-06:00,2024-10-18 07:39:13.106000-06:00,MOBILE,ABORTED,1789,20241018,20241018,2,2,374.0
1077,13,2024-10-21 02:36:03.597000-06:00,2024-10-21 10:29:03.597000-06:00,BROWSER,ABORTED,672,20241021,20241021,1,2,473.0
1078,300,2024-11-19 05:04:37.500000-06:00,2024-11-19 13:17:37.500000-06:00,BROWSER,COMPLETED,2091,20241119,20241119,1,1,493.0
1079,435,2024-01-31 16:01:08.368000-06:00,2024-01-31 17:20:08.368000-06:00,BROWSER,TIMEOUT,4947,20240131,20240131,1,3,79.0
1080,19,2024-05-29 09:14:50.252000-06:00,2024-05-29 17:30:50.252000-06:00,MOBILE,TIMEOUT,4357,20240529,20240529,2,3,496.0
1081,164,2024-12-19 09:07:44.598000-06:00,2024-12-19 14:20:44.598000-06:00,BROWSER,ABORTED,2011,20241219,20241219,1,2,313.0
1082,54,2024-10-10 22:30:50.785000-06:00,2024-10-11 01:11:50.785000-06:00,BROWSER,COMPLETED,4980,20241010,20241011,1,1,161.0
1083,150,2024-11-06 15:12:22.191000-06:00,2024-11-06 23:13:22.191000-06:00,MOBILE,TIMEOUT,1170,20241106,20241106,2,3,481.0
1084,123,2024-07-05 08:57:20.103000-06:00,2024-07-05 18:32:20.103000-06:00,BROWSER,ABORTED,3924,20240705,20240705,1,2,575.0
1085,305,2024-12-30 06:45:17.090000-06:00,2024-12-30 15:04:17.090000-06:00,MOBILE,TIMEOUT,1466,20241230,20241230,2,3,499.0
1086,442,2024-04-18 14:07:56.665000-06:00,2024-04-18 21:46:56.665000-06:00,BROWSER,COMPLETED,3017,20240418,20240418,1,1,459.0
1087,94,2024-10-21 13:38:30.181000-06:00,2024-10-21 18:18:30.181000-06:00,BROWSER,TIMEOUT,276,20241021,20241021,1,3,280.0
1088,411,2024-12-07 10:26:33.657000-06:00,2024-12-07 17:22:33.657000-06:00,BROWSER,ABORTED,3397,20241207,20241207,1,2,416.0
1089,17,2024-12-30 17:39:57.056000-06:00,2024-12-30 18:45:57.056000-06:00,MOBILE,COMPLETED,365,20241230,20241230,2,1,66.0
1090,398,2024-10-18 16:22:35.169000-06:00,2024-10-19 01:50:35.169000-06:00,BROWSER,COMPLETED,4775,20241018,20241019,1,1,568.0
1091,454,2024-04-14 21:55:20.669000-06:00,2024-04-15 05:46:20.669000-06:00,MOBILE,ABORTED,3444,20240414,20240415,2,2,471.0
1092,151,2024-09-08 15:47:51.197000-06:00,2024-09-08 16:07:51.197000-06:00,MOBILE,ABORTED,2802,20240908,20240908,2,2,20.0
1093,71,2024-12-21 09:43:06.091000-06:00,2024-12-21 17:16:06.091000-06:00,BROWSER,TIMEOUT,1045,20241221,20241221,1,3,453.0
1094,163,2024-11-24 21:29:34.142000-06:00,2024-11-25 03:15:34.142000-06:00,MOBILE,ABORTED,426,20241124,20241125,2,2,346.0
1095,341,2024-12-30 04:11:45.794000-06:00,2024-12-30 11:44:45.794000-06:00,MOBILE,ABORTED,1879,20241230,20241230,2,2,453.0
1096,294,2024-12-20 09:32:51.936000-06:00,2024-12-20 13:59:51.936000-06:00,BROWSER,ABORTED,2597,20241220,20241220,1,2,267.0
1097,107,2024-12-02 07:31:51.607000-06:00,2024-12-02 16:25:51.607000-06:00,MOBILE,COMPLETED,3315,20241202,20241202,2,1,534.0
1098,448,2024-11-26 22:15:09.095000-06:00,2024-11-27 03:45:09.095000-06:00,BROWSER,ABORTED,2645,20241126,20241127,1,2,330.0
1099,224,2024-12-04 10:51:30.105000-06:00,2024-12-04 11:57:30.105000-06:00,MOBILE,TIMEOUT,871,20241204,20241204,2,3,66.0
1100,87,2024-12-14 18:45:05.089000-06:00,2024-12-15 00:55:05.089000-06:00,MOBILE,COMPLETED,4585,20241214,20241215,2,1,370.0
1101,446,2024-12-30 02:53:34.044000-06:00,2024-12-30 08:14:34.044000-06:00,BROWSER,TIMEOUT,4643,20241230,20241230,1,3,321.0
1102,49,2024-11-04 00:59:05.625000-06:00,2024-11-04 01:11:05.625000-06:00,MOBILE,ABORTED,3956,20241104,20241104,2,2,12.0
1103,139,2024-11-14 23:18:45.561000-06:00,2024-11-15 08:23:45.561000-06:00,MOBILE,TIMEOUT,1222,20241114,20241115,2,3,545.0
1104,263,2024-09-05 12:25:08.951000-06:00,2024-09-05 19:47:08.951000-06:00,BROWSER,TIMEOUT,4532,20240905,20240905,1,3,442.0
1105,279,2024-12-12 16:11:51.940000-06:00,2024-12-13 02:08:51.940000-06:00,MOBILE,ABORTED,1530,20241212,20241213,2,2,597.0
1106,105,2024-12-22 20:23:38.364000-06:00,2024-12-23 00:39:38.364000-06:00,MOBILE,COMPLETED,2421,20241222,20241223,2,1,256.0
1107,214,2024-12-23 12:14:30.216000-06:00,2024-12-23 13:36:30.216000-06:00,MOBILE,COMPLETED,3705,20241223,20241223,2,1,82.0
1108,144,2024-12-23 16:26:45.829000-06:00,2024-12-23 21:51:45.829000-06:00,MOBILE,COMPLETED,3027,20241223,20241223,2,1,325.0
1109,225,2024-12-20 00:51:32.591000-06:00,2024-12-20 01:28:32.591000-06:00,MOBILE,COMPLETED,3336,20241220,20241220,2,1,37.0
1110,227,2024-06-30 18:38:03.894000-06:00,2024-06-30 23:01:03.894000-06:00,MOBILE,COMPLETED,672,20240630,20240630,2,1,263.0
1111,64,2024-12-28 07:09:02.921000-06:00,2024-12-28 15:06:02.921000-06:00,MOBILE,ABORTED,2670,20241228,20241228,2,2,477.0
1112,421,2024-12-18 12:51:54.801000-06:00,2024-12-18 22:08:54.801000-06:00,MOBILE,TIMEOUT,1282,20241218,20241218,2,3,557.0
1113,48,2024-08-30 21:18:13.581000-06:00,2024-08-30 21:54:13.581000-06:00,MOBILE,ABORTED,3366,20240830,20240830,2,2,36.0
1114,115,2024-12-12 01:01:11.665000-06:00,2024-12-12 06:24:11.665000-06:00,BROWSER,TIMEOUT,3530,20241212,20241212,1,3,323.0
1115,79,2024-12-30 14:26:34.604000-06:00,2024-12-30 19:46:34.604000-06:00,BROWSER,TIMEOUT,3660,20241230,20241230,1,3,320.0
1116,215,2024-10-10 21:56:26.994000-06:00,2024-10-11 04:09:26.994000-06:00,BROWSER,TIMEOUT,333,20241010,20241011,1,3,373.0
1117,103,2024-12-28 05:02:36.297000-06:00,2024-12-28 05:30:36.297000-06:00,MOBILE,COMPLETED,1794,20241228,20241228,2,1,28.0
1118,433,2024-12-05 22:09:19.523000-06:00,2024-12-06 06:26:19.523000-06:00,MOBILE,ABORTED,572,20241205,20241206,2,2,497.0
1119,336,2024-12-30 09:35:27.763000-06:00,2024-12-30 16:40:27.763000-06:00,BROWSER,COMPLETED,2380,20241230,20241230,1,1,425.0
1120,121,2024-11-08 23:03:49.690000-06:00,2024-11-09 03:48:49.690000-06:00,MOBILE,ABORTED,480,20241108,20241109,2,2,285.0
1121,99,2024-12-25 14:33:58.317000-06:00,2024-12-25 22:35:58.317000-06:00,MOBILE,ABORTED,4320,20241225,20241225,2,2,482.0
1122,170,2024-12-30 06:10:39.437000-06:00,2024-12-30 11:24:39.437000-06:00,BROWSER,TIMEOUT,3747,20241230,20241230,1,3,314.0
1123,112,2024-12-03 13:38:35.174000-06:00,2024-12-03 15:39:35.174000-06:00,BROWSER,TIMEOUT,935,20241203,20241203,1,3,121.0
1124,260,2024-06-21 00:34:00.311000-06:00,2024-06-21 04:32:00.311000-06:00,BROWSER,TIMEOUT,4824,20240621,20240621,1,3,238.0
1126,184,2024-12-23 02:09:39.401000-06:00,2024-12-23 07:33:39.401000-06:00,BROWSER,COMPLETED,4828,20241223,20241223,1,1,324.0
1127,415,2024-01-09 08:41:00.006000-06:00,2024-01-09 14:06:00.006000-06:00,BROWSER,COMPLETED,3933,20240109,20240109,1,1,325.0
1128,156,2024-12-25 09:44:00.178000-06:00,2024-12-25 16:21:00.178000-06:00,MOBILE,TIMEOUT,1395,20241225,20241225,2,3,397.0
1129,123,2024-09-09 03:04:38.145000-06:00,2024-09-09 04:22:38.145000-06:00,BROWSER,TIMEOUT,542,20240909,20240909,1,3,78.0
1130,489,2024-12-08 17:15:22.240000-06:00,2024-12-08 19:06:22.240000-06:00,BROWSER,COMPLETED,4215,20241208,20241208,1,1,111.0
1131,292,2024-12-30 16:43:49.317000-06:00,2024-12-30 18:34:49.317000-06:00,MOBILE,TIMEOUT,1657,20241230,20241230,2,3,111.0
1132,303,2024-09-29 03:10:23.377000-06:00,2024-09-29 09:09:23.377000-06:00,MOBILE,ABORTED,2806,20240929,20240929,2,2,359.0
1133,402,2024-11-26 12:58:17.151000-06:00,2024-11-26 20:43:17.151000-06:00,MOBILE,TIMEOUT,2800,20241126,20241126,2,3,465.0
1134,364,2024-12-25 00:26:54.873000-06:00,2024-12-25 03:28:54.873000-06:00,BROWSER,COMPLETED,2441,20241225,20241225,1,1,182.0
1135,398,2024-12-30 10:20:15.796000-06:00,2024-12-30 19:39:15.796000-06:00,BROWSER,ABORTED,1280,20241230,20241230,1,2,559.0
1136,494,2024-09-03 12:03:04.200000-06:00,2024-09-03 12:56:04.200000-06:00,BROWSER,TIMEOUT,178,20240903,20240903,1,3,53.0
1137,13,2024-11-18 04:51:39.498000-06:00,2024-11-18 07:54:39.498000-06:00,MOBILE,COMPLETED,4560,20241118,20241118,2,1,183.0
1138,92,2024-12-06 12:51:47.309000-06:00,2024-12-06 18:19:47.309000-06:00,MOBILE,ABORTED,1539,20241206,20241206,2,2,328.0
1139,350,2024-12-30 15:06:56.173000-06:00,2024-12-30 21:22:56.173000-06:00,MOBILE,TIMEOUT,4205,20241230,20241230,2,3,376.0
1140,34,2024-12-18 22:59:30.458000-06:00,2024-12-19 04:14:30.458000-06:00,BROWSER,TIMEOUT,2424,20241218,20241219,1,3,315.0
1141,64,2024-12-30 16:12:02.824000-06:00,2024-12-30 19:43:02.824000-06:00,MOBILE,COMPLETED,3489,20241230,20241230,2,1,211.0
1142,368,2024-12-19 08:21:23.151000-06:00,2024-12-19 18:14:23.151000-06:00,MOBILE,TIMEOUT,359,20241219,20241219,2,3,593.0
1143,195,2024-10-24 22:29:30.699000-06:00,2024-10-25 04:59:30.699000-06:00,BROWSER,ABORTED,568,20241024,20241025,1,2,390.0
1144,88,2024-08-30 02:20:34.589000-06:00,2024-08-30 04:35:34.589000-06:00,MOBILE,ABORTED,2486,20240830,20240830,2,2,135.0
1145,78,2024-11-26 21:58:06.405000-06:00,2024-11-27 07:43:06.405000-06:00,MOBILE,COMPLETED,423,20241126,20241127,2,1,585.0
1146,293,2024-12-25 21:50:31.087000-06:00,2024-12-26 02:36:31.087000-06:00,MOBILE,TIMEOUT,817,20241225,20241226,2,3,286.0
1147,313,2024-12-29 03:37:08.762000-06:00,2024-12-29 13:16:08.762000-06:00,BROWSER,ABORTED,1265,20241229,20241229,1,2,579.0
1148,340,2024-12-30 16:45:43.090000-06:00,2024-12-30 22:21:43.090000-06:00,MOBILE,COMPLETED,2594,20241230,20241230,2,1,336.0
1149,207,2024-12-28 18:33:08.087000-06:00,2024-12-29 04:13:08.087000-06:00,BROWSER,ABORTED,1067,20241228,20241229,1,2,580.0
1150,126,2024-12-27 09:18:40.063000-06:00,2024-12-27 19:14:40.063000-06:00,BROWSER,COMPLETED,3421,20241227,20241227,1,1,596.0
